CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Data_Inicio_Exercicio_Social;Data_Fim_Exercicio_Social;Orgao_Administracao;Quantidade_Total_Membros;Quantidade_Membros_Remunerados;Quantidade_Acoes;Preco_Medio_Ponderado_Aquisicao;Preco_Medio_Ponderado_Mercado;Valor_Diferenca_Aquisicao_Mercado
18.174.270/0001-84;2025-12-31;1;148892;DOTZ S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;3.00;3.00;59059;0.00;0.00;0.00
18.483.666/0001-03;2025-12-31;1;149225;HUMBERG AGRIBRASIL COMÉRCIO E EXPORTAÇÃO DE GRÃOS S.A.;2023-01-01;2023-12-31;Conselho de Administração;4.00;0.00;0;0.00;0.00;0.00
18.483.666/0001-03;2025-12-31;1;149225;HUMBERG AGRIBRASIL COMÉRCIO E EXPORTAÇÃO DE GRÃOS S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;1.00;0.00;0;0.00;0.00;0.00
18.483.666/0001-03;2025-12-31;1;149225;HUMBERG AGRIBRASIL COMÉRCIO E EXPORTAÇÃO DE GRÃOS S.A.;2024-01-01;2024-12-31;Conselho de Administração;4.00;0.00;0;0.00;0.00;0.00
18.483.666/0001-03;2025-12-31;1;149225;HUMBERG AGRIBRASIL COMÉRCIO E EXPORTAÇÃO DE GRÃOS S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;1.00;0.00;0;0.00;0.00;0.00
18.483.666/0001-03;2025-12-31;1;149225;HUMBERG AGRIBRASIL COMÉRCIO E EXPORTAÇÃO DE GRÃOS S.A.;2022-01-01;2022-12-31;Conselho de Administração;4.00;0.00;0;0.00;0.00;0.00
18.483.666/0001-03;2025-12-31;1;149225;HUMBERG AGRIBRASIL COMÉRCIO E EXPORTAÇÃO DE GRÃOS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;2.00;0.00;0;0.00;0.00;0.00
18.593.815/0001-97;2025-12-31;6;154420;PRINER SERVIÇOS INDUSTRIAIS S.A.;2022-01-01;2022-12-31;Conselho de Administração;5.00;0.00;0;0.00;0.00;0.00
18.593.815/0001-97;2025-12-31;6;154420;PRINER SERVIÇOS INDUSTRIAIS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;3.00;0.00;0;0.00;0.00;0.00
18.593.815/0001-97;2025-12-31;6;154420;PRINER SERVIÇOS INDUSTRIAIS S.A.;2023-01-01;2023-12-31;Conselho de Administração;5.00;0.00;0;0.00;0.00;0.00
18.593.815/0001-97;2025-12-31;6;154420;PRINER SERVIÇOS INDUSTRIAIS S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;3.00;0.00;0;0.00;0.00;0.00
18.593.815/0001-97;2025-12-31;6;154420;PRINER SERVIÇOS INDUSTRIAIS S.A.;2024-01-01;2024-12-31;Conselho de Administração;5.00;0.00;0;0.00;0.00;0.00
18.593.815/0001-97;2025-12-31;6;154420;PRINER SERVIÇOS INDUSTRIAIS S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;4.00;0.00;0;0.00;0.00;0.00
18.593.815/0001-97;2025-12-31;6;154420;PRINER SERVIÇOS INDUSTRIAIS S.A.;2025-01-01;2025-12-31;Conselho de Administração;5.00;0.00;0;0.00;0.00;0.00
18.593.815/0001-97;2025-12-31;6;154420;PRINER SERVIÇOS INDUSTRIAIS S.A.;2025-01-01;2025-12-31;Diretoria Estatutária;4.00;3.00;0;0.00;0.00;0.00
19.526.748/0001-50;2025-12-31;4;151231;COMPANHIA INDUSTRIAL CATAGUASES;2022-01-01;2022-12-31;Conselho de Administração;4.00;4.00;0;0.00;0.00;0.00
19.526.748/0001-50;2025-12-31;4;151231;COMPANHIA INDUSTRIAL CATAGUASES;2022-01-01;2022-12-31;Conselho Fiscal;3.00;3.00;0;0.00;0.00;0.00
19.526.748/0001-50;2025-12-31;4;151231;COMPANHIA INDUSTRIAL CATAGUASES;2022-01-01;2022-12-31;Diretoria Estatutária;3.00;3.00;0;0.00;0.00;0.00
19.526.748/0001-50;2025-12-31;4;151231;COMPANHIA INDUSTRIAL CATAGUASES;2023-01-01;2023-12-31;Conselho de Administração;4.00;4.00;0;0.00;0.00;0.00
19.526.748/0001-50;2025-12-31;4;151231;COMPANHIA INDUSTRIAL CATAGUASES;2023-01-01;2023-12-31;Conselho Fiscal;3.00;3.00;0;0.00;0.00;0.00
19.526.748/0001-50;2025-12-31;4;151231;COMPANHIA INDUSTRIAL CATAGUASES;2023-01-01;2023-12-31;Diretoria Estatutária;3.00;3.00;0;0.00;0.00;0.00
19.526.748/0001-50;2025-12-31;4;151231;COMPANHIA INDUSTRIAL CATAGUASES;2024-01-01;2024-12-31;Conselho de Administração;4.00;4.00;0;0.00;0.00;0.00
19.526.748/0001-50;2025-12-31;4;151231;COMPANHIA INDUSTRIAL CATAGUASES;2024-01-01;2024-12-31;Conselho Fiscal;3.00;3.00;0;0.00;0.00;0.00
19.526.748/0001-50;2025-12-31;4;151231;COMPANHIA INDUSTRIAL CATAGUASES;2024-01-01;2024-12-31;Diretoria Estatutária;3.00;3.00;0;0.00;0.00;0.00
19.527.586/0001-75;2025-12-31;2;152055;COMPANHIA ENERGÉTICA SINOP S/A;2023-01-01;2023-12-31;Conselho de Administração;8.00;0.00;0;0.00;0.00;0.00
19.527.586/0001-75;2025-12-31;2;152055;COMPANHIA ENERGÉTICA SINOP S/A;2023-01-01;2023-12-31;Conselho Fiscal;6.00;0.00;0;0.00;0.00;0.00
19.527.586/0001-75;2025-12-31;2;152055;COMPANHIA ENERGÉTICA SINOP S/A;2023-01-01;2023-12-31;Diretoria Estatutária;2.00;0.00;0;0.00;0.00;0.00
19.527.586/0001-75;2025-12-31;2;152055;COMPANHIA ENERGÉTICA SINOP S/A;2024-01-01;2024-12-31;Conselho de Administração;8.00;0.00;0;0.00;0.00;0.00
19.527.586/0001-75;2025-12-31;2;152055;COMPANHIA ENERGÉTICA SINOP S/A;2024-01-01;2024-12-31;Conselho Fiscal;6.00;0.00;0;0.00;0.00;0.00
19.527.586/0001-75;2025-12-31;2;152055;COMPANHIA ENERGÉTICA SINOP S/A;2024-01-01;2024-12-31;Diretoria Estatutária;2.00;0.00;0;0.00;0.00;0.00
19.527.586/0001-75;2025-12-31;2;152055;COMPANHIA ENERGÉTICA SINOP S/A;2025-01-01;2025-12-31;Conselho de Administração;8.00;0.00;0;0.00;0.00;0.00
19.527.586/0001-75;2025-12-31;2;152055;COMPANHIA ENERGÉTICA SINOP S/A;2025-01-01;2025-12-31;Conselho Fiscal;6.00;0.00;0;0.00;0.00;0.00
19.527.586/0001-75;2025-12-31;2;152055;COMPANHIA ENERGÉTICA SINOP S/A;2025-01-01;2025-12-31;Diretoria Estatutária;2.00;0.00;0;0.00;0.00;0.00
21.254.073/0001-80;2025-12-31;2;149695;COMPANHIA ITAUNENSE ENERGIA E PARTICIPAÇÕES;2023-01-01;2023-12-31;Diretoria Estatutária;2.00;0.00;0;0.00;0.00;0.00
21.254.073/0001-80;2025-12-31;2;149695;COMPANHIA ITAUNENSE ENERGIA E PARTICIPAÇÕES;2023-01-01;2023-12-31;Conselho de Administração;3.00;0.00;0;0.00;0.00;0.00
21.254.073/0001-80;2025-12-31;2;149695;COMPANHIA ITAUNENSE ENERGIA E PARTICIPAÇÕES;2023-01-01;2023-12-31;Conselho Fiscal;3.00;0.00;0;0.00;0.00;0.00
21.254.073/0001-80;2025-12-31;2;149695;COMPANHIA ITAUNENSE ENERGIA E PARTICIPAÇÕES;2024-01-01;2024-12-31;Conselho de Administração;3.00;0.00;0;0.00;0.00;0.00
21.254.073/0001-80;2025-12-31;2;149695;COMPANHIA ITAUNENSE ENERGIA E PARTICIPAÇÕES;2024-01-01;2024-12-31;Conselho Fiscal;3.00;0.00;0;0.00;0.00;0.00
21.254.073/0001-80;2025-12-31;2;149695;COMPANHIA ITAUNENSE ENERGIA E PARTICIPAÇÕES;2024-01-01;2024-12-31;Diretoria Estatutária;2.00;0.00;0;0.00;0.00;0.00
21.314.559/0001-66;2025-12-31;7;154761;MOVIDA PARTICIPACOES SA;2022-01-01;2022-12-31;Conselho de Administração;5.00;0.00;0;0.00;0.00;0.00
21.314.559/0001-66;2025-12-31;7;154761;MOVIDA PARTICIPACOES SA;2022-01-01;2022-12-31;Diretoria Estatutária;5.75;2.00;448192;16.08;18.49;-1080142.72
21.314.559/0001-66;2025-12-31;7;154761;MOVIDA PARTICIPACOES SA;2022-01-01;2022-12-31;Conselho Fiscal;3.08;0.00;0;0.00;0.00;0.00
21.314.559/0001-66;2025-12-31;7;154761;MOVIDA PARTICIPACOES SA;2023-01-01;2023-12-31;Conselho de Administração;5.00;0.00;0;0.00;0.00;0.00
21.314.559/0001-66;2025-12-31;7;154761;MOVIDA PARTICIPACOES SA;2023-01-01;2023-12-31;Diretoria Estatutária;4.25;4.25;1498589;7.42;8.42;-1498589.00
21.314.559/0001-66;2025-12-31;7;154761;MOVIDA PARTICIPACOES SA;2023-01-01;2023-12-31;Conselho Fiscal;2.92;0.00;0;0.00;0.00;0.00
21.314.559/0001-66;2025-12-31;7;154761;MOVIDA PARTICIPACOES SA;2024-01-01;2024-12-31;Conselho de Administração;5.00;5.00;0;0.00;0.00;0.00
21.314.559/0001-66;2025-12-31;7;154761;MOVIDA PARTICIPACOES SA;2024-01-01;2024-12-31;Diretoria Estatutária;3.42;3.42;101656;15.36;6.81;869158.80
21.314.559/0001-66;2025-12-31;7;154761;MOVIDA PARTICIPACOES SA;2024-01-01;2024-12-31;Conselho Fiscal;1.00;0.00;0;0.00;0.00;0.00
23.373.000/0001-32;2025-12-31;8;154275;VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.;2022-01-01;2022-12-31;Conselho de Administração;5.00;0.00;0;0.00;0.00;0.00
23.373.000/0001-32;2025-12-31;8;154275;VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;6.00;6.00;292997;11.52;12.08;-164078.32
23.373.000/0001-32;2025-12-31;8;154275;VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.;2022-01-01;2022-12-31;Conselho Fiscal;2.00;0.00;0;0.00;0.00;0.00
23.373.000/0001-32;2025-12-31;8;154275;VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.;2023-01-01;2023-12-31;Conselho de Administração;5.00;0.00;0;0.00;0.00;0.00
23.373.000/0001-32;2025-12-31;8;154275;VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;4.08;4.08;269016;12.28;13.00;-193691.52
23.373.000/0001-32;2025-12-31;8;154275;VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.;2023-01-01;2023-12-31;Conselho Fiscal;3.00;0.00;0;0.00;0.00;0.00
23.373.000/0001-32;2025-12-31;8;154275;VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.;2024-01-01;2024-12-31;Conselho de Administração;5.00;0.00;0;0.00;0.00;0.00
23.373.000/0001-32;2025-12-31;8;154275;VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;4.08;4.08;201042;25.63;6.15;3916298.16
23.373.000/0001-32;2025-12-31;8;154275;VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.;2024-01-01;2024-12-31;Conselho Fiscal;1.00;0.00;0;0.00;0.00;0.00
23.994.857/0001-70;2025-12-31;3;152224;ATOM EDUCAÇÃO E EDITORA S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;4.00;0.00;0;0.00;0.00;0.00
23.994.857/0001-70;2025-12-31;3;152224;ATOM EDUCAÇÃO E EDITORA S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;4.00;0.00;0;0.00;0.00;0.00
23.994.857/0001-70;2025-12-31;3;152224;ATOM EDUCAÇÃO E EDITORA S.A.;2024-01-01;2024-12-31;Conselho de Administração;5.00;0.00;0;0.00;0.00;0.00
23.994.857/0001-70;2025-12-31;3;152224;ATOM EDUCAÇÃO E EDITORA S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;3.00;0.00;0;0.00;0.00;0.00
24.990.777/0001-09;2025-12-31;7;154732;GRUPO MATEUS S.A.;2023-01-01;2023-12-31;Conselho de Administração;4.92;0.00;0;0.00;0.00;0.00
24.990.777/0001-09;2025-12-31;7;154732;GRUPO MATEUS S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;3.00;2.00;828563;5.45;7.03;-1309129.54
24.990.777/0001-09;2025-12-31;7;154732;GRUPO MATEUS S.A.;2024-01-01;2024-12-31;Conselho de Administração;4.92;0.00;0;0.00;0.00;0.00
24.990.777/0001-09;2025-12-31;7;154732;GRUPO MATEUS S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;3.00;2.00;1416490;7.65;6.85;1133192.00
25.249.439/0001-83;2025-12-31;2;150114;HOSPITAL CARE CALEDONIA S.A.;2023-01-01;2023-12-31;Conselho de Administração;5.00;0.00;0;0.00;0.00;0.00
25.249.439/0001-83;2025-12-31;2;150114;HOSPITAL CARE CALEDONIA S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;5.00;0.00;0;0.00;0.00;0.00
25.249.439/0001-83;2025-12-31;2;150114;HOSPITAL CARE CALEDONIA S.A.;2023-01-01;2023-12-31;Conselho Fiscal;0.00;0.00;0;0.00;0.00;0.00
25.249.439/0001-83;2025-12-31;2;150114;HOSPITAL CARE CALEDONIA S.A.;2024-01-01;2024-12-31;Conselho de Administração;5.00;0.00;0;0.00;0.00;0.00
25.249.439/0001-83;2025-12-31;2;150114;HOSPITAL CARE CALEDONIA S.A.;2024-01-01;2024-12-31;Conselho Fiscal;0.00;0.00;0;0.00;0.00;0.00
25.249.439/0001-83;2025-12-31;2;150114;HOSPITAL CARE CALEDONIA S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;5.00;0.00;0;0.00;0.00;0.00
26.072.786/0001-46;2025-12-31;1;147045;QESTRA TECNOLOGIA ADMINISTRAÇÃO E PARTICIPAÇÕES S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;2.00;0.00;0;0.00;0.00;0.00
26.072.786/0001-46;2025-12-31;1;147045;QESTRA TECNOLOGIA ADMINISTRAÇÃO E PARTICIPAÇÕES S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;2.00;0.00;0;0.00;0.00;0.00
26.462.693/0001-28;2025-12-31;4;152291;LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A.;2022-01-01;2022-12-31;Conselho de Administração;6.00;0.00;0;0.00;0.00;0.00
26.462.693/0001-28;2025-12-31;4;152291;LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;5.00;0.00;0;0.00;0.00;0.00
26.462.693/0001-28;2025-12-31;4;152291;LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A.;2023-01-01;2023-12-31;Conselho de Administração;6.00;0.00;0;0.00;0.00;0.00
26.462.693/0001-28;2025-12-31;4;152291;LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;5.00;0.00;0;0.00;0.00;0.00
26.462.693/0001-28;2025-12-31;4;152291;LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A.;2024-01-01;2024-12-31;Conselho de Administração;6.00;0.00;0;0.00;0.00;0.00
26.462.693/0001-28;2025-12-31;4;152291;LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;4.00;0.00;0;0.00;0.00;0.00
27.093.558/0001-15;2025-12-31;7;153822;MILLS LOCAÇÃO, SERVIÇOS E LOGÍSTICA S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;6.42;6.42;917948;6.27;6.17;91794.80
27.093.558/0001-15;2025-12-31;7;153822;MILLS LOCAÇÃO, SERVIÇOS E LOGÍSTICA S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;7.00;7.00;506915;10.39;13.01;-1328117.30
27.093.558/0001-15;2025-12-31;7;153822;MILLS LOCAÇÃO, SERVIÇOS E LOGÍSTICA S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;8.50;7.00;473227;12.99;13.81;-388046.14
28.019.100/0001-89;2025-12-31;3;154453;VIAPAULISTA S.A.;2024-01-01;2024-12-31;Conselho de Administração;3.00;0.00;0;0.00;0.00;0.00
28.019.100/0001-89;2025-12-31;3;154453;VIAPAULISTA S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;5.00;0.00;0;0.00;0.00;0.00
28.195.667/0001-06;2025-12-31;10;154774;BCO ABC BRASIL S.A.;2022-01-01;2022-12-31;Conselho de Administração;5.00;5.00;12945;17.12;17.12;0.00
28.195.667/0001-06;2025-12-31;10;154774;BCO ABC BRASIL S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;26.00;26.00;1579641;17.13;17.13;0.00
28.195.667/0001-06;2025-12-31;10;154774;BCO ABC BRASIL S.A.;2022-01-01;2022-12-31;Conselho Fiscal;1.00;1.00;0;0.00;0.00;0.00
28.195.667/0001-06;2025-12-31;10;154774;BCO ABC BRASIL S.A.;2023-01-01;2023-12-31;Conselho de Administração;7.00;7.00;5314;18.21;18.21;0.00
28.195.667/0001-06;2025-12-31;10;154774;BCO ABC BRASIL S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;28.00;28.00;1849248;18.23;18.23;0.00
28.195.667/0001-06;2025-12-31;10;154774;BCO ABC BRASIL S.A.;2023-01-01;2023-12-31;Conselho Fiscal;3.00;3.00;0;0.00;0.00;0.00
28.195.667/0001-06;2025-12-31;10;154774;BCO ABC BRASIL S.A.;2024-01-01;2024-12-31;Conselho de Administração;7.00;0.00;0;0.00;0.00;0.00
28.195.667/0001-06;2025-12-31;10;154774;BCO ABC BRASIL S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;23.92;23.00;1622466;23.51;23.51;0.00
28.195.667/0001-06;2025-12-31;10;154774;BCO ABC BRASIL S.A.;2024-01-01;2024-12-31;Conselho Fiscal;2.75;0.00;0;0.00;0.00;0.00
29.780.061/0001-09;2025-12-31;6;154248;SAO CARLOS EMPREEND E PARTICIPACOES S.A.;2022-01-01;2022-12-31;Conselho de Administração;9.67;9.67;0;0.00;0.00;0.00
29.780.061/0001-09;2025-12-31;6;154248;SAO CARLOS EMPREEND E PARTICIPACOES S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;3.00;3.00;0;0.00;0.00;0.00
29.950.060/0001-57;2025-12-31;1;148747;NORTEC QUÍMICA S.A.;2022-01-01;2022-12-31;Conselho de Administração;6.00;3.00;0;0.00;0.00;0.00
29.950.060/0001-57;2025-12-31;1;148747;NORTEC QUÍMICA S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;4.00;4.00;0;0.00;0.00;0.00
29.950.060/0001-57;2025-12-31;1;148747;NORTEC QUÍMICA S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;4.00;4.00;0;0.00;0.00;0.00
29.950.060/0001-57;2025-12-31;1;148747;NORTEC QUÍMICA S.A.;2023-01-01;2023-12-31;Conselho de Administração;6.00;3.00;0;0.00;0.00;0.00
29.950.060/0001-57;2025-12-31;1;148747;NORTEC QUÍMICA S.A.;2024-01-01;2024-12-31;Conselho de Administração;5.00;1.00;0;0.00;0.00;0.00
29.950.060/0001-57;2025-12-31;1;148747;NORTEC QUÍMICA S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;4.00;4.00;0;0.00;0.00;0.00
30.540.991/0001-66;2025-12-31;3;154294;HAGA S.A. INDUSTRIA E COMERCIO;2022-01-01;2022-12-31;Diretoria Estatutária;2.00;2.00;0;0.00;0.00;0.00
30.540.991/0001-66;2025-12-31;3;154294;HAGA S.A. INDUSTRIA E COMERCIO;2022-01-01;2022-12-31;Conselho de Administração;5.00;5.00;0;0.00;0.00;0.00
30.540.991/0001-66;2025-12-31;3;154294;HAGA S.A. INDUSTRIA E COMERCIO;2023-01-01;2023-12-31;Conselho de Administração;5.00;5.00;0;0.00;0.00;0.00
30.540.991/0001-66;2025-12-31;3;154294;HAGA S.A. INDUSTRIA E COMERCIO;2023-01-01;2023-12-31;Diretoria Estatutária;2.00;2.00;0;0.00;0.00;0.00
32.021.201/0001-61;2025-12-31;6;153823;ORIGEM ENERGIA S.A.;2022-01-01;2022-12-31;Conselho de Administração;6.00;0.00;0;0.00;0.00;0.00
32.021.201/0001-61;2025-12-31;6;153823;ORIGEM ENERGIA S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;3.00;3.00;5589374;3.34;3.34;0.00
32.021.201/0001-61;2025-12-31;6;153823;ORIGEM ENERGIA S.A.;2024-01-01;2024-12-31;Conselho de Administração;6.91;0.00;0;0.00;0.00;0.00
32.021.201/0001-61;2025-12-31;6;153823;ORIGEM ENERGIA S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;3.00;0.00;0;0.00;0.00;0.00
32.021.201/0001-61;2025-12-31;6;153823;ORIGEM ENERGIA S.A.;2023-01-01;2023-12-31;Conselho de Administração;6.58;0.00;0;0.00;0.00;0.00
32.021.201/0001-61;2025-12-31;6;153823;ORIGEM ENERGIA S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;3.00;0.00;0;0.00;0.00;0.00
32.021.201/0001-61;2025-12-31;6;153823;ORIGEM ENERGIA S.A.;2025-01-01;2025-12-31;Conselho de Administração;7.58;0.00;0;0.00;0.00;0.00
32.021.201/0001-61;2025-12-31;6;153823;ORIGEM ENERGIA S.A.;2025-01-01;2025-12-31;Diretoria Estatutária;3.00;0.00;0;0.00;0.00;0.00
32.681.371/0001-72;2025-12-31;3;154664;VIX LOGÍSTICA S.A.;2022-01-01;2022-12-31;Conselho de Administração;8.00;0.00;0;0.00;0.00;0.00
32.681.371/0001-72;2025-12-31;3;154664;VIX LOGÍSTICA S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;9.75;0.00;0;0.00;0.00;0.00
32.681.371/0001-72;2025-12-31;3;154664;VIX LOGÍSTICA S.A.;2022-01-01;2022-12-31;Conselho Fiscal;0.00;0.00;0;0.00;0.00;0.00
32.681.371/0001-72;2025-12-31;3;154664;VIX LOGÍSTICA S.A.;2023-01-01;2023-12-31;Conselho de Administração;7.00;0.00;0;0.00;0.00;0.00
32.681.371/0001-72;2025-12-31;3;154664;VIX LOGÍSTICA S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;9.00;0.00;0;0.00;0.00;0.00
32.681.371/0001-72;2025-12-31;3;154664;VIX LOGÍSTICA S.A.;2023-01-01;2023-12-31;Conselho Fiscal;0.00;0.00;0;0.00;0.00;0.00
32.681.371/0001-72;2025-12-31;3;154664;VIX LOGÍSTICA S.A.;2024-01-01;2024-12-31;Conselho de Administração;7.00;0.00;0;0.00;0.00;0.00
32.681.371/0001-72;2025-12-31;3;154664;VIX LOGÍSTICA S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;8.08;0.00;0;0.00;0.00;0.00
32.681.371/0001-72;2025-12-31;3;154664;VIX LOGÍSTICA S.A.;2024-01-01;2024-12-31;Conselho Fiscal;0.00;0.00;0;0.00;0.00;0.00
32.785.497/0001-97;2025-12-31;2;151470;NATURA &CO HOLDING S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;5.67;4.00;60912;0.00;25.02;-1524018.24
32.785.497/0001-97;2025-12-31;2;151470;NATURA &CO HOLDING S.A.;2022-01-01;2022-12-31;Conselho de Administração;12.50;12.50;822884;0.00;25.00;-20572100.00
32.785.497/0001-97;2025-12-31;2;151470;NATURA &CO HOLDING S.A.;2023-01-01;2023-12-31;Conselho de Administração;10.17;7.00;91736;0.00;13.59;-1246692.24
32.785.497/0001-97;2025-12-31;2;151470;NATURA &CO HOLDING S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;5.00;4.00;73025;0.00;13.49;-985107.25
32.785.497/0001-97;2025-12-31;2;151470;NATURA &CO HOLDING S.A.;2024-01-01;2024-12-31;Conselho de Administração;8.50;8.50;424562;0.00;17.58;-7463799.96
32.785.497/0001-97;2025-12-31;2;151470;NATURA &CO HOLDING S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;5.00;4.00;147567;0.00;17.58;-2594227.86
33.035.536/0001-00;2025-12-31;2;153958;JOAO FORTES ENGENHARIA S.A. - EM RECUPERAÇÃO JUDICIAL;2023-01-01;2023-12-31;Conselho de Administração;3.00;2.00;0;0.00;0.00;0.00
33.035.536/0001-00;2025-12-31;2;153958;JOAO FORTES ENGENHARIA S.A. - EM RECUPERAÇÃO JUDICIAL;2023-01-01;2023-12-31;Diretoria Estatutária;2.00;2.00;0;0.00;0.00;0.00
33.041.260/0652-90;2025-12-31;7;154184;GRUPO CASAS BAHIA S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;5.00;0.00;0;0.00;0.00;0.00
33.041.260/0652-90;2025-12-31;7;154184;GRUPO CASAS BAHIA S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;4.58;0.00;0;0.00;0.00;0.00
33.041.260/0652-90;2025-12-31;7;154184;GRUPO CASAS BAHIA S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;4.44;2.00;36828;0.00;6.35;-233857.80
33.102.476/0001-92;2025-12-31;5;154437;MONTEIRO ARANHA S.A.;2022-01-01;2022-12-31;Conselho de Administração;6.00;0.00;0;0.00;0.00;0.00
33.102.476/0001-92;2025-12-31;5;154437;MONTEIRO ARANHA S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;3.75;0.00;0;0.00;0.00;0.00
33.102.476/0001-92;2025-12-31;5;154437;MONTEIRO ARANHA S.A.;2023-01-01;2023-12-31;Conselho de Administração;5.33;0.00;0;0.00;0.00;0.00
33.102.476/0001-92;2025-12-31;5;154437;MONTEIRO ARANHA S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;3.00;0.00;0;0.00;0.00;0.00
33.102.476/0001-92;2025-12-31;5;154437;MONTEIRO ARANHA S.A.;2024-01-01;2024-12-31;Conselho de Administração;6.67;0.00;0;0.00;0.00;0.00
33.102.476/0001-92;2025-12-31;5;154437;MONTEIRO ARANHA S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;3.00;0.00;0;0.00;0.00;0.00
33.102.476/0001-92;2025-12-31;5;154437;MONTEIRO ARANHA S.A.;2025-01-01;2025-12-31;Conselho de Administração;7.00;0.00;0;0.00;0.00;0.00
33.102.476/0001-92;2025-12-31;5;154437;MONTEIRO ARANHA S.A.;2025-01-01;2025-12-31;Diretoria Estatutária;3.00;0.00;0;0.00;0.00;0.00
33.113.309/0001-47;2025-12-31;5;154095;VALID SOLUÇÕES S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;4.00;3.00;332284;0.00;9.03;-3000524.52
33.113.309/0001-47;2025-12-31;5;154095;VALID SOLUÇÕES S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;4.00;1.00;233334;0.00;13.10;-3056675.40
33.113.309/0001-47;2025-12-31;5;154095;VALID SOLUÇÕES S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;4.00;1.00;19392;0.00;17.57;-340717.44
33.130.691/0001-05;2025-12-31;10;152507;WILSON SONS S.A.;2022-01-01;2022-12-31;Conselho de Administração;6.00;0.00;0;0.00;0.00;0.00
33.130.691/0001-05;2025-12-31;10;152507;WILSON SONS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;4.00;0.00;0;0.00;0.00;0.00
